111591736,76032849
31257219,28997116
1492094,1352290
3593933,3378531
1819612,1642865
3548658,3330688
1713848,1559470
31121494,29768252
3781762,3511765
8106794,7811049
9064065,8912256
2590653,2274450
4080106,3857332
1541482,1407321
1509109,1373094
2512272,2347416
3420695,3192013
3517554,3311929
1460975,1339750
1487391,1339498
1400179,1274577
3370414,3153891
1504504,1330893
1566428,1427693
1488110,1362514
1463714,1308002
1406862,1258828
3584819,3332159
3439112,3221668
1417108,1285337
1382924,1253883
1441239,1316028
1584374,1442178
19873023,18351699
1554206,1421842
1419484,1296396
1546924,1425285
1597014,1457145
1416310,1289302
1436677,1311960
1325239,1191193
1398463,1269187
1438551,1310632
3389884,3163820
2648685,2522658
1470920,1345410
1426333,1283348
1568459,1438787
1521976,1375476
1455480,1323639
3269569,3050958
1379469,1255973
3301798,3089204
1566979,1431643
1366181,1239331
1420970,1283917
1489889,1354938
1357031,1231685
1409576,1264790
4320308,4089953
1396218,1265865
1386759,1228956
1664471,1516479
1350589,1227391
1477782,1352834
1450145,1328448
1485369,1358881
1498565,1369897
3331197,3111625
1562383,1359518
1429128,1296506
1380801,1225896
1345332,1217323
1419558,1290371
3387401,3048281
1406732,1281533
2628283,2502072
1438823,1315601
1441334,1321505
1695685,1571929
1406952,1278386
1574423,1428831
3277082,3079008
2642099,2518575
1601773,1468914
3473192,3276503
1512539,1350226
3327887,3096439
3322907,3147012
1487640,1361275
1379459,1242379
1677566,1556082
1469194,1338498
1505897,1372567
1399016,1274319
3313200,3124834
1493031,1358946
1394177,1268232
1397613,1254267
1367147,1223975
4806077,4581982
1422443,1290200
1375544,1224063
1420203,1279655
1349045,1225482
1401936,1236605
1441367,1316325
37821035,37336125
1273877,1137200
1377336,1246402
1319790,1157851
1514838,1382557
3204463,2965604
1219164,1100979
1254003,1138761
1363535,1238906
1293503,1139668
3750347,3561792
1346399,1227777
1515460,1378042
3076881,2885931
1441459,1275208
1315403,1205409
4813173,4569410
1318946,1180011
2191297,2082935
1321144,1183532
1485690,1349628
1306335,1184269
4062574,3844122
1356352,1239286
1318864,1186808
1235193,1119855
3136302,2946905
1391621,1260178
1444545,1293790
4346990,4136532
2275523,2140986
1336244,1214208
2550993,2428533
3656206,3456594
1280608,1159912
3515324,3322456
1377283,1234889
1374390,1250005
3223198,2975682
1342809,1222231
1274881,1153674
1271867,1122929
