30012798,15139705
2373255,2218292
1550081,1411728
1644064,1493831
1496362,1351844
9222094,8069469
3288232,3104563
3604828,3403464
7673874,3018631
1904183,1791560
1178198,1076176
1087018,982571
991889,899138
1088780,999382
1018384,928667
1472042,1382794
1004841,919664
929247,844535
896164,817833
1008822,920008
952264,878975
1074605,984381
978739,897945
1271789,1173332
906064,820824
2875747,2714768
1055814,945698
850351,777591
977750,893331
917543,834557
760249,685255
1213957,1110271
2735834,2659558
1011192,919950
3003757,2847726
1039202,963989
960438,870872
1195533,1121090
3005842,2825818
814932,739493
818197,744425
1195682,1087553
946827,855872
1142049,1034770
913315,832035
827655,751739
1422834,1311898
793939,719581
3088147,2891419
807090,732724
795019,719685
2132731,2018671
839655,767415
3486970,2640045
998325,920049
846259,772469
994587,884363
1151462,1024999
853265,780130
937224,849589
997453,898047
782094,713078
1109571,1022763
3436745,3355716
787624,713045
1268167,1157135
4474219,4256435
1099570,1004099
4040602,3881062
3398250,3328386
3855819,3787587
3275178,3212206
920910,835933
861615,762268
813406,739130
7628894,7497017
8468060,7430193
9147903,8945525
2464756,2366563
1995218,1927949
826399,747667
2485629,2421853
8095012,7231411
3762178,3665813
4984258,4893730
2148587,2081118
2948547,2881097
7710879,7625876
1766087,1670259
785657,715133
4416616,4348769
6624243,6529762
4575247,4433110
2996055,2853982
4633080,4562195
8644370,8535008
8829429,8736874
11619460,11469638
1343408,1201283
829688,741430
922494,832497
6193908,6043528
810871,737441
1253495,1129695
1006385,901749
2118800,2049542
3213412,3139601
832377,757917
1537319,1369693
1586019,1483207
3218985,3141147
760422,690928
7373773,7121753
842408,705643
2104373,2007948
6781604,6630976
811483,696896
2446441,2351509
850466,764032
5302207,5210688
3845245,3749809
797957,731930
15417513,15163025
1569834,1404049
706000,643297
812882,747761
2530702,2288648
11777034,11601887
2561974,2460846
2967264,2842967
2369332,2280526
932998,854846
841543,772578
1230412,1119847
806622,706570
771265,704559
680199,618790
877604,795074
1160297,1042420
2402295,2317173
1922377,1863719
5810062,5718289
3980774,3857591
1386950,1282588
828156,744587
1863340,1805283
793005,730141
6739915,6584529
1334176,1224974
1551055,1469887
1133938,1074432
3124981,3052774
2010042,1949494
3047816,2894841
1334913,1238197
6156084,6094612
7888293,7825776
8533396,8446292
944579,865219
829856,737069
1848048,1789807
2779534,2722692
4042479,3972291
794840,725309
2382233,2290374
1088776,1031389
2013610,1956098
4113116,4044960
1185382,1085155
762830,695475
1655615,1592230
