1625556,1549983
2314556,2244713
840341,783004
978695,913767
941283,880836
988528,911861
927423,865674
851082,791208
991299,926736
1064030,1002372
627843,564839
919561,851759
946347,879644
596063,540296
3017025,2961297
852331,794098
2010626,1953687
2158762,2094813
7413603,7338358
12245600,12110977
687806,632205
683198,602917
804860,745014
727463,673133
888919,790762
2234009,2138194
639655,582773
637218,588041
850427,758683
674803,598296
845114,749575
833106,729222
642392,597349
594808,552313
624509,537675
846350,758812
801934,718201
816387,729880
733262,643117
693003,619001
590443,525113
722831,650767
675618,598609
573615,529063
655285,574769
793049,705580
1991502,1906361
606830,534902
540914,470752
716438,648363
1138527,1038252
613553,539930
831891,749745
906603,816969
585841,518579
699136,621481
602087,535288
577392,503349
604554,542436
788755,708341
618655,549776
622237,551647
826207,740502
3168801,3091248
729240,659506
1551780,1493109
715864,652736
566683,493235
542216,466785
2057862,1981626
4133272,4060772
13054132,12928722
810858,762468
608394,555092
632888,589508
564452,522898
11403833,11302879
908540,867427
1773741,1726765
677773,627638
1751762,1680239
914121,804071
680741,638110
546475,506251
507829,467256
633795,588701
710156,645104
557153,516716
618750,573865
723120,674036
599339,530224
935883,848771
1947059,1903888
652909,612577
642623,602062
618083,576595
765044,702533
574327,534469
2092468,2030244
631960,586729
576834,513252
907704,810139
739504,684163
774099,732172
648957,536141
1462247,1419818
583787,542629
15850329,15731401
1834412,1780702
779440,721142
841155,761247
889220,797208
660090,610813
593029,550165
588804,518149
1982095,1931883
2697759,2654741
681527,610343
595092,552260
723930,672619
720083,642863
916557,822005
630978,582175
1971814,1881120
582800,537356
594509,552142
17811035,17695564
740486,677534
759164,717279
649374,602297
552779,480527
880802,789553
730203,678939
680064,603729
3150951,3098045
1712285,1666330
645103,572452
1480299,1416384
494750,453316
735758,683789
830325,738956
715701,656525
1888339,1799388
2875600,2807184
1767703,1720015
4407493,4356945
618871,550473
603452,535119
543654,501007
724664,654475
822330,739870
1013717,924712
2304457,2233575
3690817,3641500
1042944,968532
1089841,1047895
2295220,2230687
9077807,9024116
639434,577965
24550568,24422428
1882966,1801860
2071152,1981884
4288816,4197171
571813,530467
599458,536400
621693,580604
664776,622017
1438998,1380036
810122,763285
1787333,1720002
2031093,1957810
631516,540678
588305,541972
570033,527907
5115132,5070340
838813,775771
9024714,8928282
10019490,9927300
556097,515058
694014,620733
629318,558892
653846,596571
1629719,1590090
3099063,3027945
545735,504463
618172,552078
1903405,1827218
3502057,3435828
675656,630315
2030460,1946113
1854389,1771773
934673,870146
561151,521119
585864,521386
1829765,1780293
3425135,3347262
4275999,4201322
572222,531238
6539773,6466971
888815,802377
644178,567195
898321,838009
779783,710623
1487928,1447917
1748922,1703589
537702,468646
682351,614101
1566779,1526943
2978980,2915975
662584,595793
590889,522380
797646,729315
1280315,1239846
748150,678843
3359951,3296129
4310386,4261559
601649,540192
633134,568365
2071518,2030982
621509,548288
625940,556666
1179766,1079887
718235,630564
3616927,3574623
3770870,3729282
604077,558390
4131834,4061044
11341757,11290064
11224186,11140845
1781204,1712578
13200756,13083467
1561806,1506393
715907,672277
4042752,3959554
4956432,4882720
593872,552989
2984020,2903941
3882531,3835994
4733851,4641246
624890,560811
884043,804079
1358596,1298882
921894,853325
580839,535305
6057701,5975638
9086201,9033236
2123823,1915576
738959,671559
2860119,2814731
536443,471794
790500,704488
867793,803579
575209,508660
1979416,1910690
578464,517269
541184,500288
3117928,3046428
9081779,9039688
